2.840000000000000000e+03,2.940000000000000000e+03,3.200000000000000000e+03,3.050000000000000000e+03
2.600000000000000000e+02,2.100000000000000000e+02,1.160000000000000000e+02,1.650000000000000000e+02
6.990000000000000000e+02,6.670000000000000000e+02,5.830000000000000000e+02,6.320000000000000000e+02
1.880000000000000000e+03,2.060000000000000000e+03,2.500000000000000000e+03,2.250000000000000000e+03
1.920000000000000000e+02,2.560000000000000000e+02,5.050000000000000000e+02,3.430000000000000000e+02
9.250000000000000000e+03,8.420000000000000000e+03,6.440000000000000000e+03,7.560000000000000000e+03
3.839999999999999858e+01,4.650000000000000000e+01,7.490000000000000568e+01,5.679999999999999716e+01
2.120000000000000000e+02,2.020000000000000000e+02,1.770000000000000000e+02,1.920000000000000000e+02
2.330000000000000000e+02,2.220000000000000000e+02,1.940000000000000000e+02,2.110000000000000000e+02
2.440000000000000000e+02,2.320000000000000000e+02,2.030000000000000000e+02,2.200000000000000000e+02
4.099999999999999645e+00,4.509999999999999787e+00,5.910000000000000142e+00,5.030000000000000249e+00
-3.130000000000000187e-04,-3.440000000000000132e-04,-4.490000000000000176e-04,-3.829999999999999854e-04
