2.000000000000000000e+01.2.000000000000000000e+01.1.500000000000000000e+01
4.260000000000000000e+02.3.800000000000000000e+02.3.680000000000000000e+02
3.720000000000000000e+04.2.950000000000000000e+04.2.770000000000000000e+04
5.930000000000000000e+03.4.700000000000000000e+03.3.310000000000000000e+03
